1	journal	3	Transcatheter Treatment for Severe Symptomatic Tricuspid Regurgitation: A Rapid Meta-Analysis of Randomised Evidence (2025)	E156 Research Letter	4	1	0	1	1
1	journal	4	Forecasting National Non-Communicable Disease Mortality Using Machine Learning: An Ecological Study of Predictive Factors	E156 Research Letter	4	1	2	1	1
1	journal	5	RoBVisShiny: An Interactive R Shiny Application for Visualizing Risk-of-Bias Assessments	E156 Research Letter	4	1	14	1	1
1	journal	6	Global CVD Trends and Regional Risk‐Profile Clustering Using GBD 2022 Data	E156 Research Letter	4	1	4	1	1
1	journal	7	RR/OR NMA: An Interactive R Shiny App for Conducting Frequentist Network Meta-Analysis of Ratio Outcomes	E468 Short Report	4	1	16	1	1
1	journal	8	Identifying a New Typology of European Health Systems	E156 Research Letter	8	1	10	1	1
1	journal	9	Treatment Decisions Based on EF ≥50% Require More Robust Statistical Validation	E156 Research Letter	1	1	0	1	1
1	journal	10	The Revascularisation Paradox: Statistical Fragility in the 2024 JACC Meta-Analysis	E156 Research Letter	2	1	4	1	1
1	journal	11	A Stochastic Approach to LDL-C Intensification	E156 Research Letter	3	1	4	1	1
1	journal	12	Rigorous Bivariate Synthesis of Benefit-Risk Profiles for Direct Oral Anticoagulants in Atrial Fibrillation	E156 Research Letter	3	1	4	1	1
1	journal	13	FragilitySynth: Deconstructing the Coronary Sinus Reducer Controversy via Systems Engineering and Bayesian Decision Theory	E156 Research Letter	2	1	4	1	1
1	journal	14	AS-Logic: Computing the Tipping Point in Asymptomatic Severe Aortic Stenosis	E156 Research Letter	2	1	6	1	1
1	journal	16	Deconstructing the "Apples and Oranges" Problem in Mechanical Circulatory Support: A Computational Approach	E156 Research Letter	1	1	3	1	1
1	journal	17	C-STREAM: A new meta-analysis engine for Transportability	E156 Research Letter	2	1	3	1	1
1	journal	23	The Hemodynamic Fallacy: Pooling Apples and Oranges in Cardiogenic Shock Meta-Analyses	E156 Research Letter	1	1	0	1	1
1	journal	27	The PLATO trial - was it too good to be true?	E156 Research Letter	1	1	4	1	1
1	journal	29	Reappraising Evidence for Intravascular Imaging–Guided PCI	E156 Research Letter	1	1	0	1	1
1	journal	30	Efficacy and Safety of Intravenous Calcium Pretreatment Prior to Nondihydropyridine Calcium Channel Blockers in Atrial Fibrillation or Flutter: A Comparative Synthesis	E156 Research Letter	4	1	0	1	1
1	journal	31	Advancing Research Synthesis: A Multilevel and Multivariate Approach to Dependent Effect Sizes	E156 Research Letter	4	1	0	1	1
1	journal	34	WaterNajia	E156 Research Letter	1	1	2	1	1
1	journal	35	Technology Transfer & Capacity Building: A Forensic Audit of Clinical Trial Equity in Uganda	Research Article	21	1	3	1	1
1	journal	36	Author Sovereignty Gap in African Clinical Trial Publications	E156 Research Letter	1	1	3	1	1
1	journal	37	Community advisory structure in African clinical trials: A registry-based analysis	E156 Research Letter	18	1	3	1	1
1	journal	38	Implementation trials disparity in Africa	E156 Research Letter	39	1	2	1	1
1	journal	39	WHO Alignment and Disease Burden Gaps	E156 Research Letter	10	1	5	1	1
1	journal	40	Inequities in Clinical Trial Distribution for Neglected Tropical Diseases: A Cross-Sectional Analysis of Global Research Concentration	E156 Research Letter	8	1	2	1	1
1	journal	41	Sample Size Adequacy Audit	E156 Research Letter	1	1	0	1	1
1	journal	42	Geographic Inequity in African Clinical Trials: A Systematic Review Evidence of a Port-City Advantage	E156 Research Letter	1	1	9	1	1
1	journal	43	Precision Medicine in Africa: A Systematic Review of Genomic Resilience and Structural Gaps	E156 Research Letter	7	1	4	1	1
1	journal	45	Artificial Intelligence in Clinical Trials: A Cross-Sectional Analysis of Structural Inequities in African and United States Research Investment	E156 Research Letter	4	1	0	1	1
1	journal	46	Informed Consent Language and Structural Inequity in African Clinical Trial Governance: A Cross-Sectional Audit	E156 Research Letter	26	1	3	1	1
1	journal	49	HIV Trial Saturation Index	E156 Research Letter	5	1	3	1	1
1	journal	50	Assessment of PEPFAR Funding Reduction on the Quality of HIV Services at Sex Workers Outreach Program Clinics, Nairobi County, Kenya	E156 Research Letter	3	1	0	1	1
1	journal	53	Dynamics of Zoonotic Disease at the One Health Interface: Evidence from a Systematic Review	E156 Research Letter	12	1	0	1	1
1	journal	54	Health and Disease Burden	E156 Research Letter	7	1	4	1	1
1	journal	55	Beyond the Gap: 80% Use, 0.0% Trials — The Traditional Medicine Research Void Across Africa	E156 Research Letter	6	1	3	1	1
1	journal	56	Research Archetypes and Cluster Mapping Narratives: A Semantic Comparison of Africa and Europe	E156 Research Letter	6	1	3	1	1
1	journal	57	The Cervical Cancer HPV Gap	E156 Research Letter	7	1	2	1	1
1	journal	59	Structural Inequity in Research Investment and Africa’s Readiness for Platform Trials: A Meta-Analysis	E156 Research Letter	3	1	3	1	1
1	journal	60	Network Centrality and Research Sovereignty in African Clinical Trials: Evidence from a Global Registry Analysis	E156 Research Letter	27	1	3	1	1
1	journal	61	Breast Cancer Clinical Trial Disparities in Africa: Limited Evidence for a High-Burden Population	E156 Research Letter	3	1	2	1	1
1	journal	62	Applying Placebo Ethics Audit findings to Uganda: Health System Challenges and Ethical Consideration in Clinical Trials	E156 Research Letter	1	1	3	1	1
1	journal	63	Altruism Efficiency & Health Expenditure	E156 Research Letter	1	1	3	1	1
1	journal	64	Research Sovereignty in African Clinical Trials: A Network Analysis of Global North and Global South Partnerships.	E156 Research Letter	3	1	3	1	1
1	journal	67	Digital Health Trial Explosion and Structural Inequities in African Clinical Research: A Meta-Analysis Review	E156 Research Letter	4	1	5	1	1
1	journal	68	Decolonising Research	E156 Research Letter	3	1	0	1	1
1	journal	70	Global RCT Equity: Africa vs. Europe	E156 Research Letter	6	1	3	1	1
1	journal	71	Knowledge Extraction and Local Utilization of Clinical Trial Evidence in Uganda: A Systematic Review and Meta-Analysis	E156 Research Letter	1	1	4	1	1
1	journal	73	The Network Entropy and Structural Disorder in African Clinical Research: A Meta-Analysis Review	E156 Research Letter	4	1	5	1	1
1	journal	75	The Bio-Digital Divide: Digital trial adoption and the Bio-digital gap in Africa	E156 Research Letter	15	1	4	1	1
1	journal	76	CardioOracle: Predicting Cardiovascular Trial Outcomes Using Bayesian Historical Borrowing and Design Feature Analysis	E156 Research Letter	1	1	5	1	1
1	journal	77	AU Health Strategy Alignment and Inequality in African Clinical Trials: A Cross-Sectional Analysis of ClinicalTrials.gov Data	E156 Research Letter	11	1	4	1	1
1	journal	78	Sickle Cell Disease Neglect: A Mismatch Between Burden and Research in Africa	E156 Research Letter	13	1	2	1	1
1	journal	79	Participant Compensation Ethics in African Trials: A Cross-Sectional Analysis of Trial Distribution and Ethical Implications	E156 Research Letter	1	1	5	1	1
1	journal	82	Precision Medicine in Africa: A Systematic Review of Epilepsy Treatment Gap	E156 Research Letter	1	1	4	1	1
1	journal	86	Vulnerable Population Protection: Structural Inequalities in Clinical Trial Investment	E156 Research Letter	29	1	3	1	1
1	journal	87	TruthCert: A Fail-Closed Certification Protocol for LLM Outputs in Evidence Synthesis	E156 Research Letter	1	1	5	1	1
1	journal	88	SGLT2 Inhibitors in Heart Failure: Living Meta-Analysis Across the EF Spectrum	E156 Research Letter	1	1	0	1	1
1	journal	89	Africa’s Youth Researcher Pipeline and Structural Inequities in Clinical Trial Leadership: Implications for Uganda and the African Continent.	E156 Research Letter	25	1	3	1	1
1	journal	90	Predatory Journal Risk and Structural Inequities in African Research Publishing: Implications for Uganda	E156 Research Letter	28	1	4	1	1
1	journal	91	HIV Testing Services Uptake Among Adolescent Girls and Young Women in Sub-Saharan Africa: A Systematic Review and Meta-Analysis	E156 Research Letter	4	1	3	1	1
1	journal	92	COVID-19 Displacement	E156 Research Letter	4	1	0	1	1
1	journal	93	Pharma Continental Pipeline	E156 Research Letter	26	1	0	1	1
1	journal	94	SGLT2 Inhibitors and Heart Failure Outcomes Across the Ejection Fraction Spectrum; a Systematic Review and Meta-Analysis	E156 Research Letter	1	1	10	1	1
1	journal	95	Effectiveness of HIV Self-Testing Among Priority Populations in Sub-Saharan Africa: Evidence from a Systematic Review and Meta-analysis	Methods Note	3	1	4	1	1
1	journal	96	Effectiveness of PrEP Initiation Among Priority Populations in Sub-Saharan Africa: Evidence from a Systematic Review and Meta-analysis	Methods Note	3	1	11	1	1
1	journal	97	Effectiveness of Point-of-Care Viral Load Testing Among Priority Populations in Sub-Saharan Africa: Evidence from a Systematic Review and Meta-analysis	Methods Note	3	1	4	1	1
1	journal	98	Effectiveness of Differentiated Service Delivery ART Care Among Priority Populations in Sub-Saharan Africa: Evidence from a Systematic Review and Meta-analysis	Methods Note	3	1	4	1	1
1	journal	99	Community led Research	E156 Research Letter	6	1	3	1	1
1	journal	100	The Cyclical Pattern of Boom and Bust in Research Has Left Africa Unprepared for Emergencies Such as Ebola	E156 Research Letter	5	1	3	1	1
1	journal	102	SGLT2 Inhibitors and Heart Failure	E156 Research Letter	1	1	2	1	1
1	journal	104	Sotagliflozin SGLT1/2i: A Transparent Living Meta-Analysis v13	E156 Research Letter	1	1	4	1	1
1	journal	105	JAK Inhibitors in Rheumatoid Arthritis — Living Meta-Analysis (RapidMeta)	Short Meta-Analysis	1	1	8	1	1
1	journal	106	Severe Asthma Biologics Ultra-Precision — Living Meta-Analysis (RapidMeta)	Short Meta-Analysis	1	1	10	1	1
1	journal	107	Africa Forecast: Causal Health Forecasting for 54 African Countries 2026-2036	E156 Research Letter	1	1	0	1	1
1	journal	108	Cochrane Data Extractor: Automated Dataset Harvesting from Cochrane Systematic Reviews	E156 Research Letter	1	1	0	1	1
1	journal	109	CT.gov Completion Cohort Debt	E156 Research Letter	1	1	5	1	1
1	journal	114	Disseminated Nocardiosis – A rare case of Nocardia kroppenstedtii in a Ghanaian adult – A case report	Case Report	2	1	11	1	1
1	journal	125	Auditing the public clinical-trials record: a registry-integrity atlas of registration, reporting and completion gaps	Research Article	1	1	9	1	1
1	journal	127	Study overlap across 501 Cochrane reviews: quantifying non-independence for meta-research	Short Meta-Analysis	1	1	5	1	1
1	journal	135	Unmasking heterogeneous treatment effects in clinical trials: a location-scale quantile meta-analysis framework (IPD-QMA)	Methods Note	1	1	9	1	1
1	journal	136	Grey Relational Meta-Analysis: a robust pooling method with a redescending effect guard	Tool Paper	1	1	8	1	1
1	journal	137	Alcohol consumption and cardiovascular disease: a two-sample Mendelian randomization study with multivariable adjustment for smoking and body mass index	Research Article	2	1	8	1	1
1	journal	146	SeqNMA: sequential network meta-analysis with monitoring boundaries — a methods and software demonstration on a synthetic network	Tool Paper	1	1	9	1	1
1	journal	153	Modern random-effects methods change the significance judgement of Cochrane pairwise meta-analyses in 8.2% of cases	E156 Research Letter	1	1	5	1	1
1	journal	154	ImpossibleMA: Bounded Synthesis of Cochrane Meta-Analyses Declared Unpoolable	E156 Research Letter	1	1	2	1	1
1	journal	158	The Meta-Analysis Ecosystem Model: evidence velocity, effect decay, and a Future-Proof Index across 501 Cochrane reviews	E156 Research Letter	1	1	3	1	1
1	journal	159	Meta-analytic entropy: information-theoretic heterogeneity beyond I-squared	E156 Research Letter	1	1	11	1	1
1	journal	160	NICE Cardiology Guidance Under the Microscope: A Data-Driven Statistical Critique	E156 Research Letter	1	1	0	1	1
1	journal	161	NCT-bridge methodology is structurally blind to PACTR-registered African trial publications	E156 Research Letter	1	1	0	1	1
1	journal	162	Two reporting requirements, divergent compliance: results-posting rises while PCR-correction stalls in 2,039 registered malaria trials	E156 Research Letter	1	1	0	1	1
1	journal	163	OutcomeSwitchDetector: Automated Detection of Primary Outcome Switching in ClinicalTrials.gov Protocols	E156 Research Letter	1	1	0	1	1
1	journal	164	TrialDiversityAtlas — Quantifying Demographic Representation Gaps in Global Clinical Trials	E156 Research Letter	1	1	0	1	1
1	journal	165	CT.gov Structural Missingness: Field-level information loss across the full ClinicalTrials.gov registry	E156 Research Letter	1	1	0	1	1
1	journal	166	Benford Screening of 1.2 Million Meta-Analytic Values Finds No Corpus-Level Digit Anomaly	E156 Research Letter	1	1	0	1	1
1	journal	167	Three reversals, one lesson: surrogate substitution, confounding, and spurious consistency in the evidence that misled medicine	Research Article	1	1	0	1	1
1	journal	168	Three Lenses on a Trustworthy Evidence Base: Completeness, Authenticity, and Robustness as a Reproducible Computational Integrity Audit	Research Article	1	1	0	1	1
1	journal	169	One corpus, six lenses: how much of a Cochrane conclusion survives analyst choices, bias methods, and computational re-execution	Research Article	1	1	0	1	1
1	journal	170	The Shape of Disagreement: Six Mathematical Lenses on the Structure -- Not the Magnitude -- of Meta-Analytic Heterogeneity	Research Article	1	1	0	1	1
1	journal	171	The Integrity Ratio and the Transparency Discount: a registry-based framework for correcting and pricing publication bias in evidence synthesis and HTA	Methods Note	1	1	0	1	1
2	insight	20	MetaFlow: A Living, Hybrid Architecture for Real-Time Meta-Analysis of Antihypertensive Efficacy	Research Letter	1	1	2	1	1
2	insight	22	MetaFlow: A High-Performance Browser-Based Engine for Living Evidence Synthesis	Research Letter	3	1	1	1	1
2	insight	24	MetaFlow-HF	Research Letter	1	1	0	1	1
2	insight	25	Metacert: A meta-analysis and HTA engine for Africa	Articles	1	1	0	1	1
2	insight	110	CT.gov Condition Hiddenness Map	Research Letter	1	1	5	1	1
2	insight	132	UBCMA: Unified Bias-Calibrated Meta-Analysis via Joint Heterogeneity-Selection Modeling	Research Letter	1	1	3	1	1
